control_number,species_code,taxa,class,genus,species,subspecies,specific_name,generic_name,description,quantity,unit,value,country_origin,country_imp_exp,purpose,source,action,disposition,disposition_date,disposition_year,shipment_date,shipment_year,import_export,port,us_co,foreign_co,cleaning_notes
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,950,NO,NA,SG,SG,T,W,C,C,2015-03-14,2015,2015-03-14,2015,I,LA,NA,NA,NA
NA,PACB,amphibian,Amphibia,Pachytriton,brevipes,NA,TSITOU,NEWT,LIV,50,NO,NA,HK,HK,T,C,C,C,2015-03-15,2015,2015-03-14,2015,I,LA,NA,NA,NA
NA,BOOR,amphibian,Amphibia,Bombina,orientalis,NA,ORIENTAL FIREBELLY,TOAD,LIV,195,NO,NA,HK,HK,T,C,C,C,2015-03-15,2015,2015-03-14,2015,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1350,NO,NA,ID,ID,T,C,C,C,2015-03-15,2015,2015-03-15,2015,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,750,NO,NA,ID,ID,T,C,C,C,2015-03-15,2015,2015-03-15,2015,I,LA,NA,NA,NA
NA,CYOR,amphibian,Amphibia,Cynops,orientalis,NA,CHINESE DWARF,NEWT,LIV,100,NO,NA,SG,SG,T,C,C,C,2015-03-15,2015,2015-03-15,2015,I,LA,NA,NA,NA
NA,HYMB,amphibian,Amphibia,Hymenochirus,boettgeri,NA,ZAIRE DWARF CLAWED,FROG,LIV,60,NO,NA,SG,SG,T,C,C,C,2015-03-15,2015,2015-03-15,2015,I,LA,NA,NA,NA
NA,CNP?,amphibian,Amphibia,Cynops,sp.,NA,FIREBELLY,NEWT,LIV,1020,NO,NA,CN,HK,T,W,C,C,2015-03-15,2015,2015-03-15,2015,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,275,NO,NA,SG,SG,T,W,C,C,2015-03-15,2015,2015-03-15,2015,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,375,NO,NA,ID,ID,T,W,C,C,2015-03-16,2015,2015-03-15,2015,I,NY,NA,NA,NA
NA,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,450,NO,NA,HK,HK,T,C,C,C,2015-03-16,2015,2015-03-15,2015,I,NY,NA,NA,NA
NA,BOOR,amphibian,Amphibia,Bombina,orientalis,NA,ORIENTAL FIREBELLY,TOAD,LIV,45,NO,NA,HK,HK,T,C,C,C,2015-03-16,2015,2015-03-15,2015,I,NY,NA,NA,NA
NA,CRUC,amphibian,Amphibia,Cruziohyla,calcarifer,NA,SPLENDID LEAF,FROG,LIV,5,NO,NA,CA,CA,T,C,C,C,2015-03-16,2015,2015-03-16,2015,I,DE,NA,NA,NA
NA,DERE,amphibian,Amphibia,Ranitomeya,reticulata,NA,RETICULATED,POISON-ARROW FROG,LIV,7,NO,NA,CA,CA,T,C,C,C,2015-03-16,2015,2015-03-16,2015,I,DE,NA,NA,NA
NA,DEFA,amphibian,Amphibia,Ranitomeya,fantastica,NA,RED-HEADED,POISON-ARROW FROG,LIV,3,NO,NA,CA,CA,T,C,C,C,2015-03-16,2015,2015-03-16,2015,I,DE,NA,NA,NA
NA,EPHA,amphibian,Amphibia,Ameerega,hahneli,NA,NA,POISON-ARROW FROG,LIV,3,NO,NA,CA,CA,T,C,C,C,2015-03-16,2015,2015-03-16,2015,I,DE,NA,NA,NA
NA,DEAM,amphibian,Amphibia,Ranitomeya,amazonica,NA,NA,POISON-ARROW FROG,LIV,20,NO,NA,CA,CA,T,C,C,C,2015-03-16,2015,2015-03-16,2015,I,DE,NA,NA,NA
NA,MAAU,amphibian,Amphibia,Mantella,aurantiaca,NA,MALAGASY GOLDEN,MANTELLA,LIV,12,NO,NA,CA,CA,T,C,C,C,2015-03-16,2015,2015-03-16,2015,I,DE,NA,NA,NA
NA,DEBA,amphibian,Amphibia,Ameerega,bassleri,NA,PLEASING,POISON-ARROW FROG,LIV,8,NO,NA,CA,CA,T,C,C,C,2015-03-16,2015,2015-03-16,2015,I,DE,NA,NA,NA
NA,DETI,amphibian,Amphibia,Dendrobates,tinctorius,NA,DYEING,POISON-ARROW FROG,LIV,4,NO,NA,CA,CA,T,C,C,C,2015-03-16,2015,2015-03-16,2015,I,DE,NA,NA,NA
NA,DVRB,amphibian,Amphibia,Ranitomeya,variabilis,NA,ZIMMERMANN'S,POISON-ARROW FROG,LIV,8,NO,NA,CA,CA,T,C,C,C,2015-03-16,2015,2015-03-16,2015,I,DE,NA,NA,NA
NA,DEFA,amphibian,Amphibia,Ranitomeya,fantastica,NA,RED-HEADED,POISON-ARROW FROG,LIV,56,NO,NA,CA,CA,T,C,C,C,2015-03-16,2015,2015-03-16,2015,I,DE,NA,NA,NA
NA,DEAU,amphibian,Amphibia,Dendrobates,auratus,NA,GREEN,POISON-ARROW FROG,LIV,20,NO,NA,CA,CA,T,C,C,C,2015-03-16,2015,2015-03-16,2015,I,DE,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1650,NO,NA,SG,SG,T,W,C,C,2015-03-16,2015,2015-03-15,2015,I,CH,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,1600,KG,NA,TW,CN,T,F,C,C,2015-03-16,2015,2015-03-16,2015,I,SF,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,19051,KG,NA,CN,CN,T,C,C,C,2015-03-16,2015,2015-03-16,2015,I,NW,NA,NA,NA
NA,PBFA,amphibian,Amphibia,Phrynomerus,bifasciatus,NA,BLACK WALKING,FROG,LIV,50,NO,NA,GH,GH,T,W,C,C,2015-03-16,2015,2015-03-16,2015,I,MI,NA,NA,NA
NA,****,amphibian,Amphibia,Boophis,goudoti,NA,NA,NA,LIV,25,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-15,2015,I,MI,NA,NA,NA
NA,BOOM,amphibian,Amphibia,Boophis,madagascariensis,NA,MG BRIGHT-EYED,FROG,LIV,25,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-15,2015,I,MI,NA,NA,NA
NA,DYGU,amphibian,Amphibia,Dyscophus,guineti,NA,SAMBAVA TOMATO,FROG,LIV,30,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-15,2015,I,MI,NA,NA,NA
NA,****,amphibian,Amphibia,Boophis,ankaratra,NA,NA,NA,LIV,25,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-15,2015,I,MI,NA,NA,NA
NA,BOEL,amphibian,Amphibia,Boophis,elenae,NA,ELENA'S TREE,FROG,LIV,25,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-15,2015,I,MI,NA,NA,NA
NA,MABA,amphibian,Amphibia,Mantella,baroni,NA,BARON'S,MANTELLA,LIV,43,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-15,2015,I,MI,NA,NA,NA
NA,MANB,amphibian,Amphibia,Mantella,betsileo,NA,BRONZE,MANTELLA,LIV,17,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-15,2015,I,MI,NA,NA,NA
NA,DYGU,amphibian,Amphibia,Dyscophus,guineti,NA,SAMBAVA TOMATO,FROG,LIV,100,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-13,2015,I,MI,NA,NA,NA
NA,DYIN,amphibian,Amphibia,Dyscophus,insularis,NA,ANTSOUHY TOMATO,FROG,LIV,100,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-13,2015,I,MI,NA,NA,NA
NA,HABG,amphibian,Amphibia,Heterixalus,alboguttatus,NA,WHITEBELLY REED,FROG,LIV,49,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-13,2015,I,MI,NA,NA,NA
NA,****,amphibian,Amphibia,Boophis,ankaratra,NA,NA,NA,LIV,100,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-13,2015,I,MI,NA,NA,NA
NA,****,amphibian,Amphibia,Boophis,goudoti,NA,NA,NA,LIV,95,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-13,2015,I,MI,NA,NA,NA
NA,BOOL,amphibian,Amphibia,Boophis,luteus,NA,ANKAFAN BRIGHT-EYE,FROG,LIV,25,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-13,2015,I,MI,NA,NA,NA
NA,BOMI,amphibian,Amphibia,Boophis,microtympanum,NA,IMERINA BRIGHT-EYE,FROG,LIV,89,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-13,2015,I,MI,NA,NA,NA
NA,****,amphibian,Amphibia,Boophis,rapiodes,NA,NA,NA,LIV,33,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-13,2015,I,MI,NA,NA,NA
NA,MABA,amphibian,Amphibia,Mantella,baroni,NA,BARON'S,MANTELLA,LIV,30,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-13,2015,I,MI,NA,NA,NA
NA,MANB,amphibian,Amphibia,Mantella,betsileo,NA,BRONZE,MANTELLA,LIV,30,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-13,2015,I,MI,NA,NA,NA
NA,MNNG,amphibian,Amphibia,Mantella,nigricans,NA,GOLDEN,MANTELLA,LIV,50,NO,NA,MG,MG,T,W,C,C,2015-03-16,2015,2015-03-13,2015,I,MI,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,BOD,320,NO,NA,CN,HK,T,C,C,C,2015-03-17,2015,2015-03-16,2015,I,SF,NA,NA,NA
NA,SAL?,amphibian,Amphibia,Salamandra,sp.,NA,FIRE,SALAMANDER,LIV,3,NO,NA,DE,DE,T,C,C,C,2015-03-17,2015,2015-03-16,2015,I,MI,NA,NA,NA
NA,DEEB,amphibian,Amphibia,Dendropsophus,ebraccatus,NA,HOURGLASS TREE,FROG,SPE,45,NO,NA,PA,PA,S,W,C,C,2015-03-17,2015,2015-03-17,2015,I,AT,NA,NA,NA
NA,****,amphibian,Amphibia,Bolitoglossa,biseriata,NA,NA,NA,SPE,15,NO,NA,PA,PA,S,W,C,C,2015-03-17,2015,2015-03-17,2015,I,AT,NA,NA,NA
NA,****,amphibian,Amphibia,Oedipina,complex,NA,NA,NA,SPE,1,NO,NA,PA,PA,S,W,C,C,2015-03-17,2015,2015-03-17,2015,I,AT,NA,NA,NA
NA,****,amphibian,Amphibia,Oedipina,parvipes,NA,NA,NA,SPE,1,NO,NA,PA,PA,S,W,C,C,2015-03-17,2015,2015-03-17,2015,I,AT,NA,NA,NA
NA,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED LEAF,FROG,SPE,45,NO,NA,PA,PA,S,W,C,C,2015-03-17,2015,2015-03-17,2015,I,AT,NA,NA,NA
NA,CFLO,amphibian,Amphibia,Colostethus,flotator,NA,RAINFOREST ROCKET,FROG,SPE,197,NO,NA,PA,PA,S,W,C,C,2015-03-17,2015,2015-03-17,2015,I,AT,NA,NA,NA
NA,HORU,amphibian,Amphibia,Hoplobatrachus,rugulosus,NA,ASIAN PETERS,FROG,MEA,3225,KG,NA,TH,TH,T,R,C,C,2015-03-17,2015,2015-03-15,2015,I,LA,NA,NA,NA
NA,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED LEAF,FROG,LIV,200,NO,NA,NI,NI,T,C,C,C,2015-03-18,2015,2015-03-17,2015,I,MI,NA,NA,NA
NA,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,500,NO,NA,CL,CL,T,C,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,19051,KG,NA,CN,CN,T,C,C,C,2015-03-18,2015,2015-03-19,2015,I,HN,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LEG,12710,KG,NA,KR,KR,T,C,C,C,2015-03-18,2015,2015-03-19,2015,I,NW,NA,NA,NA
NA,PPIP,amphibian,Amphibia,Pipa,pipa,NA,SURINAM,TOAD,LIV,15,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,HLCP,amphibian,Amphibia,Hyla,leucophyllata,NA,BEIREIS' TREE,FROG,LIV,194,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,HYLP,amphibian,Amphibia,Hyla,punctata,NA,POLKADOT TREE,FROG,LIV,13,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,HMRM,amphibian,Amphibia,Hyla,marmorata,NA,MARBLED TREE,FROG,LIV,28,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,ATSM,amphibian,Amphibia,Atelopus,spumarius,NA,PEBAS STUBFOOT,TOAD,LIV,37,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,SPHL,amphibian,Amphibia,Sphaenorhynchus,lacteus,NA,ORINOCO LIME TREE,FROG,LIV,42,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,CECN,amphibian,Amphibia,Ceratophrys,cornuta,NA,SURINAM HORNED,FROG,LIV,50,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,DETI,amphibian,Amphibia,Dendrobates,tinctorius,NA,DYEING,POISON-ARROW FROG,LIV,30,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,DTRV,amphibian,Amphibia,Ameerega,trivittata,NA,THREE-STRIPED,POISON-ARROW FROG,LIV,66,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,PHBC,amphibian,Amphibia,Phyllomedusa,bicolor,NA,GIANT MONKEY,FROG,LIV,3,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,PVAI,amphibian,Amphibia,Phyllomedusa,vaillanti,NA,WHITE-LINED LEAF,FROG,LIV,22,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,PHTO,amphibian,Amphibia,Phyllomedusa,tomopterna,NA,TIGER-STRIPED LEAF,FROG,LIV,25,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,PHHP,amphibian,Amphibia,Phyllomedusa,hypocondrialis,NA,ORANGE-LEGGED LEAF,FROG,LIV,178,NO,NA,GY,SR,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,KALO,amphibian,Amphibia,Kaloula,pulchra,NA,ASIATIC PAINTED,FROG,LIV,110,NO,NA,VN,VN,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,LA,NA,NA,NA
NA,BUME,amphibian,Amphibia,Bufo,melanostictus,NA,BLACK-SPINED,TOAD,LIV,120,NO,NA,VN,VN,T,W,C,C,2015-03-18,2015,2015-03-18,2015,I,LA,NA,NA,NA
NA,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,1500,NO,NA,CN,HK,T,C,C,C,2015-03-18,2015,2015-03-19,2015,I,TP,NA,NA,NA
NA,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,250,NO,NA,HK,HK,T,C,C,C,2015-03-19,2015,2015-03-19,2015,I,AT,NA,NA,NA
NA,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,75,NO,NA,HK,HK,T,C,C,C,2015-03-19,2015,2015-02-22,2015,I,NY,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,225,NO,NA,ID,ID,T,W,C,C,2015-03-19,2015,2015-02-22,2015,I,NY,NA,NA,NA
NA,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED LEAF,FROG,LIV,300,NO,NA,NI,NI,T,C,C,C,2015-03-19,2015,2015-03-18,2015,I,MI,NA,NA,NA
NA,PBFA,amphibian,Amphibia,Phrynomerus,bifasciatus,NA,BLACK WALKING,FROG,LIV,50,NO,NA,TZ,TZ,T,W,C,C,2015-03-19,2015,2015-03-19,2015,I,LA,NA,NA,NA
NA,HMAR,amphibian,Amphibia,Hyperolius,marmoratus,NA,MARBLED REED,FROG,LIV,25,NO,NA,TZ,TZ,T,W,C,C,2015-03-19,2015,2015-03-19,2015,I,LA,NA,NA,NA
NA,LPL?,amphibian,Amphibia,Leptopelis,sp.,NA,FOREST TREE,FROG,LIV,24,NO,NA,TZ,TZ,T,W,C,C,2015-03-19,2015,2015-03-19,2015,I,LA,NA,NA,NA
NA,HYMB,amphibian,Amphibia,Hymenochirus,boettgeri,NA,ZAIRE DWARF CLAWED,FROG,LIV,270,NO,NA,ID,ID,T,C,C,C,2015-03-19,2015,2015-03-14,2015,I,NY,NA,NA,NA
NA,MEGO,amphibian,Amphibia,Megophrys,sp.,NA,SPADEFOOT,TOAD,LIV,5,NO,NA,MY,MY,T,W,C,C,2015-03-19,2015,2015-03-19,2015,I,LA,NA,NA,NA
NA,LEHE,amphibian,Amphibia,Leptobrachium,hendricksoni,NA,THAI SPADEFOOT,TOAD,LIV,20,NO,NA,MY,MY,T,W,C,C,2015-03-19,2015,2015-03-19,2015,I,LA,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,1000,KG,NA,TW,TW,T,C,C,C,2015-03-19,2015,2015-03-19,2015,I,SF,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,200,NO,NA,SG,SG,T,C,C,C,2015-03-20,2015,2015-03-20,2015,I,NY,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,150,NO,NA,ID,ID,T,W,C,C,2015-03-20,2015,2015-03-01,2015,I,NY,NA,NA,NA
NA,XELA,amphibian,Amphibia,Xenopus,laevis,NA,AFRICAN CLAWED,FROG,LIV,250,NO,NA,HK,HK,T,C,C,C,2015-03-20,2015,2015-03-01,2015,I,NY,NA,NA,NA
NA,CYPY,amphibian,Amphibia,Cynops,pyrrhogaster,NA,JAPANESE FIREBELLY,NEWT,LIV,165,NO,NA,HK,HK,T,C,C,C,2015-03-20,2015,2015-03-01,2015,I,NY,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1350,NO,NA,SG,SG,T,W,C,C,2015-03-20,2015,2015-03-20,2015,I,CH,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,5040,NO,NA,TW,TW,T,C,C,C,2015-03-20,2015,2015-03-16,2015,I,LA,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,3968,NO,NA,EC,EC,T,C,C,C,2015-03-20,2015,2015-03-20,2015,I,NY,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,4672,NO,NA,EC,EC,T,C,C,C,2015-03-20,2015,2015-03-14,2015,I,NY,NA,NA,NA
NA,CEGU,amphibian,Amphibia,Ceratobatrachus,guentheri,NA,GUNTHER'S TRIANGLE,FROG,LIV,45,NO,NA,SB,SB,T,W,C,C,2015-03-21,2015,2015-03-21,2015,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,750,NO,NA,SG,SG,T,W,C,C,2015-03-21,2015,2015-03-21,2015,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,900,NO,NA,ID,ID,T,C,C,C,2015-03-22,2015,2015-03-22,2015,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1250,NO,NA,ID,ID,T,C,C,C,2015-03-22,2015,2015-03-22,2015,I,LA,NA,NA,NA
NA,CNEW,amphibian,Amphibia,Cynops,cyanurus,NA,CYAN,NEWT,LIV,100,NO,NA,HK,HK,T,C,C,C,2015-03-22,2015,2015-03-21,2015,I,LA,NA,NA,NA
NA,CYOR,amphibian,Amphibia,Cynops,orientalis,NA,CHINESE DWARF,NEWT,LIV,250,NO,NA,HK,HK,T,C,C,C,2015-03-22,2015,2015-03-21,2015,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,1500,NO,NA,SG,SG,T,W,C,C,2015-03-22,2015,2015-03-22,2015,I,LA,NA,NA,NA
NA,CNP?,amphibian,Amphibia,Cynops,sp.,NA,FIREBELLY,NEWT,LIV,2495,NO,NA,CN,HK,T,W,C,C,2015-03-22,2015,2015-03-22,2015,I,LA,NA,NA,NA
NA,HYMB,amphibian,Amphibia,Hymenochirus,boettgeri,NA,ZAIRE DWARF CLAWED,FROG,LIV,120,NO,NA,SG,SG,T,C,C,C,2015-03-22,2015,2015-03-22,2015,I,LA,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,150,NO,NA,SG,SG,T,C,C,C,2015-03-22,2015,2015-03-22,2015,I,LA,NA,NA,NA
NA,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED LEAF,FROG,LIV,200,NO,NA,NI,NI,T,C,C,C,2015-03-23,2015,2015-03-23,2015,I,MI,NA,NA,NA
NA,AGCL,amphibian,Amphibia,Agalychnis,callidryas,NA,RED-EYED LEAF,FROG,LIV,400,NO,NA,NI,NI,T,C,C,C,2015-03-23,2015,2015-03-22,2015,I,MI,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,1600,KG,NA,TW,CN,T,R,C,C,2015-03-23,2015,2015-03-23,2015,I,SF,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,2700,NO,NA,DO,DO,T,C,C,C,2015-03-24,2015,2015-03-16,2015,I,NY,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,9900,NO,NA,TW,TW,T,C,C,C,2015-03-24,2015,2015-03-16,2015,I,NY,NA,NA,NA
NA,HYMC,amphibian,Amphibia,Hymenochirus,curtipes,NA,W. DWARF CLAWED,FROG,LIV,600,NO,NA,HK,HK,T,W,C,C,2015-03-24,2015,2015-03-24,2015,I,CH,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,3030,NO,NA,DO,DO,T,C,C,C,2015-03-24,2015,2015-03-20,2015,I,NY,NA,NA,NA
NA,RACA,amphibian,Amphibia,Rana,catesbeinana,NA,NA,BULLFROG,LIV,9900,NO,NA,TW,TW,T,C,C,C,2015-03-24,2015,2015-03-20,2015,I,NY,NA,NA,NA
NA,PPIP,amphibian,Amphibia,Pipa,pipa,NA,SURINAM,TOAD,LIV,8,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-24,2015,I,MI,NA,NA,NA
NA,PRI*,amphibian,Amphibia,Pristimantis,sp.,NA,ROBBER,FROG,SPE,4,NO,NA,PE,PE,S,W,C,C,2015-03-25,2015,2015-03-14,2015,I,HN,NA,NA,NA
NA,ANF?,amphibian,Amphibia,Phrynopus,sp.,NA,ANDES,FROG,SPE,4,NO,NA,PE,PE,S,W,C,C,2015-03-25,2015,2015-03-14,2015,I,HN,NA,NA,NA
NA,HLCP,amphibian,Amphibia,Hyla,leucophyllata,NA,BEIREIS' TREE,FROG,LIV,123,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,PVAI,amphibian,Amphibia,Phyllomedusa,vaillanti,NA,WHITE-LINED LEAF,FROG,LIV,1,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,SPHL,amphibian,Amphibia,Sphaenorhynchus,lacteus,NA,ORINOCO LIME TREE,FROG,LIV,10,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,BMAR,amphibian,Amphibia,Bufo,marinus,NA,NEOTROPICAL,TOAD,LIV,11,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,BUGU,amphibian,Amphibia,Bufo,guttatus,NA,SPOTTED,TOAD,LIV,43,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,BUFO,amphibian,Amphibia,Bufo,sp.,NA,NA,TOAD,LIV,27,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,BUFO,amphibian,Amphibia,Bufo,sp.,NA,NA,TOAD,LIV,19,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,HCAL,amphibian,Amphibia,Hyla,calcarata,NA,TROSCHEL'S TREE,FROG,LIV,10,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,HYLA,amphibian,Amphibia,Hyla,sp.,NA,TREE,FROG,LIV,17,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,HYLB,amphibian,Amphibia,Hyla,boans,NA,RUSTY TREE,FROG,LIV,5,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,PHBC,amphibian,Amphibia,Phyllomedusa,bicolor,NA,GIANT MONKEY,FROG,LIV,21,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,PHHP,amphibian,Amphibia,Phyllomedusa,hypocondrialis,NA,ORANGE-LEGGED LEAF,FROG,LIV,93,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,PHTO,amphibian,Amphibia,Phyllomedusa,tomopterna,NA,TIGER-STRIPED LEAF,FROG,LIV,2,NO,NA,SR,SR,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
NA,KALO,amphibian,Amphibia,Kaloula,pulchra,NA,ASIATIC PAINTED,FROG,LIV,103,NO,NA,VN,VN,T,W,C,C,2015-03-25,2015,2015-03-25,2015,I,MI,NA,NA,NA
